,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,file,a,a_tag,X,X_tag,b,b_tag,grammar category,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y,pred_y_aXb,fold,correctaXb,correctaX+Xb,pred_y_aX_Xb,aXb_correct,aX_Xb_correct
4647,12898,69784,69784,69784,Anne/020328.xml,on,prep,their,det:poss,walk,n,unknown,DET,4,25,Anne,0,on_walk,0,0,4,0,0,0,1,1
7090,23477,54848,54848,54848,Anne/020212.xml,weren't,cop~neg,we,pro:sub,with,prep,unknown,NOUN,6,84,Anne,2,weren't_with,2,2,4,0,0,2,1,1
6744,21863,59795,59795,59795,Anne/020301.xml,that,comp,my,det:poss,bread,n,unknown,DET,4,25,Anne,0,that_bread,0,0,4,0,0,0,1,1
3290,8021,2023,2023,2023,Anne/011007.xml,of,prep,me,pro:obj,taking,part,unknown,NOUN,6,72,Anne,1,of_taking,1,1,4,0,0,1,1,1
2791,6486,226696,226696,18969,Eve/011000a.xml,S,/s,I,pro:sub,hear,v,unknown,NOUN,6,84,Eve,2,S_hear,2,2,4,0,0,2,1,1
2010,4201,237844,237844,30117,Eve/020100a.xml,has,aux,them,pro:obj,on,prep,unknown,NOUN,6,72,Eve,1,has_on,1,1,4,0,0,1,1,1
1539,2949,55755,55755,55755,Anne/020212.xml,I'm,pro:sub~cop,your,det:poss,mummie,n,unknown,DET,4,25,Anne,0,I'm_mummie,0,0,4,0,0,0,1,1
827,1338,203580,203580,106657,Aran/020610.xml,fooled,part,me,pro:obj,E,/e,unknown,NOUN,6,72,Aran,1,fooled_E,1,1,4,1,0,1,1,1
3596,8971,231006,231006,23279,Eve/011100b.xml,of,prep,your,det:poss,birthday,n,unknown,DET,4,25,Eve,0,of_birthday,0,0,4,0,0,0,1,1
473,687,258540,258540,5230,Naomi/011003.xml,is,cop,he,pro:sub,sleeping,n:gerund,unknown,NOUN,6,84,Naomi,2,is_sleeping,2,2,4,0,0,2,1,1
3000,7087,379272,379272,4719,Peter/020324.xml,because,conj,I,pro:sub,took,v,unknown,NOUN,6,84,Peter,2,because_took,2,2,4,1,0,2,1,1
1052,1815,354478,354478,69362,Nina/020524.xml,were,cop,they,pro:sub,playing,part,unknown,NOUN,6,84,Nina,2,were_playing,2,2,4,0,0,2,1,1
2198,4707,333157,333157,48041,Nina/020314.xml,give,v,me,pro:obj,her,det:poss,unknown,NOUN,6,72,Nina,1,give_her,1,1,4,0,0,1,1,1
3580,8932,1570,1570,1570,Anne/011007.xml,oh,co,I,pro:sub,say,v,unknown,NOUN,6,84,Anne,2,oh_say,2,2,4,0,0,2,1,1
5390,15748,319816,319816,34700,Nina/020212.xml,put,v,your,det:poss,doggies,n,unknown,DET,4,25,Nina,0,put_doggies,0,0,4,0,0,0,1,1
1517,2897,237948,237948,30221,Eve/020100a.xml,but,conj,I,pro:sub,wanna,v~inf,unknown,NOUN,6,84,Eve,2,but_wanna,2,2,4,0,0,2,1,1
281,349,209778,209778,2051,Eve/010600a.xml,that's,pro:dem~cop,his,det:poss,dog,n,unknown,DET,4,25,Eve,0,that's_dog,0,0,4,0,0,0,1,1
7231,24254,136402,136402,39479,Aran/020128.xml,cost,v,me,pro:obj,E,/e,unknown,NOUN,6,72,Aran,1,cost_E,1,1,4,0,0,1,1,1
6784,22038,361208,361208,76092,Nina/020525.xml,with,prep,your,det:poss,pail,n,unknown,DET,4,25,Nina,0,with_pail,0,0,4,0,0,0,1,1
2101,4461,355639,355639,70523,Nina/020524.xml,remember,co,she,pro:sub,went,v,unknown,NOUN,6,84,Nina,2,remember_went,2,2,4,0,0,2,1,1
3394,8361,180862,180862,83939,Aran/020427.xml,use,v,your,det:poss,spanner,n,unknown,DET,4,25,Aran,0,use_spanner,0,0,4,0,0,0,1,1
3768,9536,336702,336702,51586,Nina/020318.xml,read,v,me,pro:obj,very,adv,unknown,NOUN,6,72,Nina,1,read_very,1,1,4,0,0,1,1,1
768,1215,47041,47041,47041,Anne/020122.xml,got,part,them,pro:obj,on,prep,unknown,NOUN,6,72,Anne,1,got_on,1,1,4,0,0,1,1,1
744,1173,185905,185905,88982,Aran/020503.xml,well,co,we,pro:sub,need,v,unknown,NOUN,6,84,Aran,2,well_need,2,2,4,2,0,2,1,1
67,73,191093,191093,94170,Aran/020517.xml,with,prep,me,pro:obj,and,coord,unknown,NOUN,6,72,Aran,1,with_and,1,1,4,0,0,1,1,1
3671,9242,107195,107195,10272,Aran/020002.xml,am,cop,I,pro:sub,asking,part,unknown,NOUN,6,84,Aran,2,am_asking,2,2,4,0,0,2,1,1
5247,15187,370225,370225,85109,Nina/020528.xml,in,prep,my,det:poss,bowl,n,unknown,DET,4,25,Nina,0,in_bowl,0,0,4,0,0,0,1,1
7317,24712,358126,358126,73010,Nina/020525.xml,hang,v,him,pro:obj,on,prep,unknown,NOUN,6,72,Nina,1,hang_on,1,1,4,1,0,1,1,1
2905,6814,257631,257631,4321,Naomi/010806.xml,all,qn,your,det:poss,babies,n,unknown,DET,4,25,Naomi,0,all_babies,0,0,4,0,0,0,1,1
6631,21305,358515,358515,73399,Nina/020525.xml,S,/s,your,det:poss,bicycle,v,unknown,DET,4,25,Nina,0,S_bicycle,0,0,4,0,0,0,1,1
6484,20603,63295,63295,63295,Anne/020320.xml,put,v,my,det:poss,drink,n,unknown,DET,4,25,Anne,0,put_drink,0,0,4,0,0,0,1,1
3096,7396,245705,245705,37978,Eve/020200b.xml,nap,n,we,pro:sub,will,mod,unknown,NOUN,6,84,Eve,2,nap_will,2,2,4,1,0,2,1,1
6776,22005,268214,268214,14904,Naomi/011117.xml,finish,v,your,det:poss,toast,n,unknown,DET,4,25,Naomi,0,finish_toast,0,0,4,0,0,0,1,1
3401,8378,41531,41531,41531,Anne/020120.xml,about,prep,your,det:poss,little,adj,unknown,DET,4,25,Anne,0,about_little,0,0,4,0,0,0,1,1
1196,2124,371710,371710,86594,Nina/020528.xml,me,pro:obj,your,det:poss,thumb,n,unknown,DET,4,25,Nina,0,me_thumb,0,0,4,0,0,0,1,1
704,1097,314995,314995,29879,Nina/020129.xml,take,v,them,pro:obj,off,prep,unknown,NOUN,6,72,Nina,1,take_off,1,1,4,0,0,1,1,1
4551,12538,215715,215715,7988,Eve/010700b.xml,where's,pro:int~cop,your,det:poss,paper,n,unknown,DET,4,25,Eve,0,where's_paper,0,0,4,0,0,0,1,1
6441,20410,242036,242036,34309,Eve/020200a.xml,get,v,your,det:poss,picture,n,unknown,DET,4,25,Eve,0,get_picture,0,0,4,0,0,0,1,1
928,1554,323037,323037,37921,Nina/020228.xml,moving,part,his,det:poss,trunk,n,unknown,DET,4,25,Nina,0,moving_trunk,0,0,4,0,0,0,1,1
5614,16725,19281,19281,19281,Anne/011120.xml,mhm,meta,she,pro:sub,says,v,unknown,NOUN,6,84,Anne,2,mhm_says,2,2,4,0,0,2,1,1
2664,6097,330387,330387,45271,Nina/020305.xml,does,mod,he,pro:sub,pull,v,unknown,NOUN,6,84,Nina,2,does_pull,2,2,4,0,0,2,1,1
2593,5848,130234,130234,33311,Aran/020121.xml,hurt,v,your,det:poss,mouth,n,unknown,DET,4,25,Aran,0,hurt_mouth,0,0,4,0,0,0,1,1
3114,7456,170963,170963,74040,Aran/020413.xml,yes,co,I,pro:sub,suppose,v,unknown,NOUN,6,84,Aran,2,yes_suppose,2,2,4,0,0,2,1,1
4888,13765,189819,189819,92896,Aran/020503.xml,with,prep,them,pro:obj,aren't,aux~neg,unknown,NOUN,6,72,Aran,1,with_aren't,1,1,4,0,0,1,1,1
5207,15012,363339,363339,78223,Nina/020526.xml,this,pro:dem,your,det:poss,little,adj,unknown,DET,4,25,Nina,0,this_little,0,0,4,0,0,0,1,1
1880,3864,192339,192339,95416,Aran/020517.xml,is,cop,your,det:poss,tummy,n,unknown,DET,4,25,Aran,0,is_tummy,0,0,4,0,0,0,1,1
4911,13859,148479,148479,51556,Aran/020218.xml,of,prep,them,pro:obj,get,v,unknown,NOUN,6,72,Aran,1,of_get,1,1,4,0,0,1,1,1
931,1561,29948,29948,29948,Anne/020017.xml,near,prep,his,det:poss,mouth,n,unknown,DET,4,25,Anne,0,near_mouth,0,0,4,0,0,0,1,1
2958,6992,107644,107644,10721,Aran/020002.xml,of,prep,my,det:poss,apple,n,unknown,DET,4,25,Aran,0,of_apple,0,0,4,-1,0,0,1,1
6553,20947,119645,119645,22722,Aran/020100.xml,that's,pro:dem~cop,your,det:poss,mobile,n,unknown,DET,4,25,Aran,0,that's_mobile,0,0,4,0,0,0,1,1
7350,24876,132,132,132,Anne/011007.xml,tip,v,them,pro:obj,on,prep,unknown,NOUN,6,72,Anne,1,tip_on,1,1,4,1,0,1,1,1
3879,9908,296270,296270,11154,Nina/020003.xml,get,v,your,det:poss,cup,n,unknown,DET,4,25,Nina,0,get_cup,0,0,4,-1,0,0,1,1
1025,1748,88093,88093,88093,Anne/020504.xml,who're,pro:int~cop,we,pro:sub,gonna,part,unknown,NOUN,6,84,Anne,2,who're_gonna,2,2,4,2,0,2,1,1
2120,4510,341941,341941,56825,Nina/020406.xml,S,/s,she,pro:sub,came,v,unknown,NOUN,6,84,Nina,2,S_came,2,2,4,0,0,2,1,1
1815,3699,184814,184814,87891,Aran/020503.xml,of,prep,your,det:poss,cars,n,unknown,DET,4,25,Aran,0,of_cars,0,0,4,0,0,0,1,1
4018,10431,274896,274896,21586,Naomi/020101.xml,guess,v,she,pro:sub,looks,v,unknown,NOUN,6,84,Naomi,2,guess_looks,2,2,4,0,0,2,1,1
4657,12930,6499,6499,6499,Anne/011021.xml,needs,v,her,det:poss,chair,n,unknown,DET,4,25,Anne,0,needs_chair,0,0,4,0,0,0,1,1
3664,9216,171068,171068,74145,Aran/020413.xml,who's,pro:int~cop,she,pro:sub,going,part,unknown,NOUN,6,84,Aran,2,who's_going,2,2,4,0,0,2,1,1
5380,15694,299758,299758,14642,Nina/020017.xml,seen,part,your,det:poss,train,n,unknown,DET,4,25,Nina,0,seen_train,0,0,4,0,0,0,1,1
2245,4838,234854,234854,27127,Eve/020000b.xml,thought,v,I,pro:sub,was,aux,unknown,NOUN,6,84,Eve,2,thought_was,2,2,4,0,0,2,1,1
5684,17014,349208,349208,64092,Nina/020426.xml,did,v,your,det:poss,crayon,n,unknown,DET,4,25,Nina,0,did_crayon,2,0,4,0,-2,0,1,1
1901,3923,179719,179719,82796,Aran/020427.xml,then,adv:tem,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Aran,2,then_don't,2,2,4,0,0,2,1,1
5585,16618,272540,272540,19230,Naomi/020018.xml,S,/s,your,det:poss,soft,adj,unknown,DET,4,25,Naomi,0,S_soft,0,0,4,0,0,0,1,1
1754,3539,363040,363040,77924,Nina/020526.xml,can,mod,we,pro:sub,use,v,unknown,NOUN,6,84,Nina,2,can_use,2,2,4,0,0,2,1,1
519,775,317347,317347,32231,Nina/020206.xml,S,/s,your,det:poss,foot,n,unknown,DET,4,25,Nina,0,S_foot,0,0,4,0,0,0,1,1
3111,7442,333995,333995,48879,Nina/020314.xml,there's,pro:exist~cop,his,det:poss,feet,n,unknown,DET,4,25,Nina,0,there's_feet,0,0,4,-1,0,0,1,1
2627,5969,162764,162764,65841,Aran/020315.xml,put,v,your,det:poss,lego,n,unknown,DET,4,25,Aran,0,put_lego,0,0,4,0,0,0,1,1
4800,13467,231059,231059,23332,Eve/011100b.xml,on,prep,your,det:poss,fingers,n,unknown,DET,4,25,Eve,0,on_fingers,0,0,4,0,0,0,1,1
5922,18046,361187,361187,76071,Nina/020525.xml,S,/s,your,det:poss,pail,n,unknown,DET,4,25,Nina,0,S_pail,0,0,4,0,0,0,1,1
7261,24406,233277,233277,25550,Eve/020000a.xml,get,v,your,det:poss,tablet,n,unknown,DET,4,25,Eve,0,get_tablet,0,0,4,0,0,0,1,1
777,1225,189150,189150,92227,Aran/020503.xml,set,v,your,det:poss,shop,n,unknown,DET,4,25,Aran,0,set_shop,0,0,4,0,0,0,1,1
2044,4292,281143,281143,27833,Naomi/020329.xml,clean,v,your,det:poss,hair,n,unknown,DET,4,25,Naomi,0,clean_hair,0,0,4,0,0,0,1,1
1030,1755,38145,38145,38145,Anne/020108.xml,put,part,her,det:poss,dress,v,unknown,DET,4,25,Anne,0,put_dress,0,0,4,0,0,0,1,1
1068,1850,334867,334867,49751,Nina/020318.xml,from,prep,your,det:poss,hand,n,unknown,DET,4,25,Nina,0,from_hand,0,0,4,0,0,0,1,1
2547,5730,246193,246193,38466,Eve/020200b.xml,bet,v,I,pro:sub,will,mod,unknown,NOUN,6,84,Eve,2,bet_will,2,2,4,0,0,2,1,1
7169,23872,118644,118644,21721,Aran/020100.xml,is,cop,your,det:poss,car,n,unknown,DET,4,25,Aran,0,is_car,0,0,4,0,0,0,1,1
3200,7736,84169,84169,84169,Anne/020502.xml,put,part,her,det:poss,trousers,n,unknown,DET,4,25,Anne,0,put_trousers,0,0,4,0,0,0,1,1
3896,9993,168964,168964,72041,Aran/020413.xml,send,v,them,pro:obj,together,adv,unknown,NOUN,6,72,Aran,1,send_together,1,1,4,0,0,1,1,1
7340,24818,235547,235547,27820,Eve/020100a.xml,S,/s,we,pro:sub,saved,v,unknown,NOUN,6,84,Eve,2,S_saved,2,2,4,2,0,2,1,1
1904,3936,164782,164782,67859,Aran/020315.xml,see,v,your,det:poss,bike,n,unknown,DET,4,25,Aran,0,see_bike,0,0,4,0,0,0,1,1
1898,3916,211475,211475,3748,Eve/010600b.xml,what's,pro:int~cop,she,pro:sub,eating,part,unknown,NOUN,6,84,Eve,2,what's_eating,2,2,4,0,0,2,1,1
6098,18898,331841,331841,46725,Nina/020314.xml,missing,part,her,det:poss,leg,n,unknown,DET,4,25,Nina,0,missing_leg,0,0,4,0,0,0,1,1
5538,16411,218038,218038,10311,Eve/010800.xml,out_of,prep,your,det:poss,pocket,n,unknown,DET,4,25,Eve,0,out_of_pocket,0,0,4,0,0,0,1,1
2623,5955,172910,172910,75987,Aran/020420.xml,then,adv:tem,we,pro:sub,wouldn't,mod~neg,unknown,NOUN,6,84,Aran,2,then_wouldn't,2,2,4,0,0,2,1,1
7048,23282,159513,159513,62590,Aran/020302.xml,are,cop,they,pro:sub,bracelets,n,unknown,NOUN,6,84,Aran,2,are_bracelets,2,2,4,0,0,2,1,1
5045,14375,242619,242619,34892,Eve/020200a.xml,gone,part,I,pro:sub,didn't,mod~neg,unknown,NOUN,6,84,Eve,2,gone_didn't,2,2,4,0,0,2,1,1
96,106,76054,76054,76054,Anne/020412.xml,do,v,them,pro:obj,while,conj,unknown,NOUN,6,72,Anne,1,do_while,1,1,4,1,0,1,1,1
6425,20368,313161,313161,28045,Nina/020129.xml,okay,adj,I,pro:sub,put,v,unknown,NOUN,6,84,Nina,2,okay_put,2,2,4,0,0,2,1,1
6561,20978,47609,47609,47609,Anne/020122.xml,getting,part,them,pro:obj,all,post,unknown,NOUN,6,72,Anne,1,getting_all,1,1,4,0,0,1,1,1
993,1687,305644,305644,20528,Nina/020115.xml,on,prep,your,det:poss,picture,n,unknown,DET,4,25,Nina,0,on_picture,0,0,4,0,0,0,1,1
5726,17206,343644,343644,58528,Nina/020406.xml,oh,co,I,pro:sub,get,v,unknown,NOUN,6,84,Nina,2,oh_get,2,2,4,2,0,2,1,1
2950,6953,115691,115691,18768,Aran/020009.xml,think,v,we,pro:sub,oughta,mod~inf,unknown,NOUN,6,84,Aran,2,think_oughta,2,2,4,0,0,2,1,1
1383,2566,295055,295055,9939,Nina/020003.xml,think,v,he,pro:sub,has,aux,unknown,NOUN,6,84,Nina,2,think_has,2,2,4,0,0,2,1,1
1548,2974,256356,256356,3046,Naomi/010800.xml,don't,mod~neg,we,pro:sub,play,v,unknown,NOUN,6,84,Naomi,2,don't_play,2,2,4,0,0,2,1,1
233,282,181177,181177,84254,Aran/020427.xml,with,prep,your,det:poss,tractor,n,unknown,DET,4,25,Aran,0,with_tractor,0,0,4,0,0,0,1,1
5919,18026,45113,45113,45113,Anne/020120.xml,into,prep,your,det:poss,bed,n,unknown,DET,4,25,Anne,0,into_bed,0,0,4,0,0,0,1,1
1416,2642,79894,79894,79894,Anne/020414.xml,in,prep,your,det:poss,little,adj,unknown,DET,4,25,Anne,0,in_little,0,0,4,0,0,0,1,1
4945,13966,226351,226351,18624,Eve/010900c.xml,were,cop,your,det:poss,dollies,n,unknown,DET,4,25,Eve,0,were_dollies,0,0,4,0,0,0,1,1
6903,22639,227119,227119,19392,Eve/011000a.xml,when,conj,I,pro:sub,said,v,unknown,NOUN,6,84,Eve,2,when_said,2,2,4,0,0,2,1,1
4754,13320,93278,93278,93278,Anne/020604.xml,S,/s,they,pro:sub,look,v,unknown,NOUN,6,84,Anne,2,S_look,2,2,4,0,0,2,1,1
6683,21523,111603,111603,14680,Aran/020002.xml,Monday,n:prop,he,pro:sub,ate,v,unknown,NOUN,6,84,Aran,2,Monday_ate,2,2,4,0,0,2,1,1
1464,2766,281273,281273,27963,Naomi/020404.xml,pushed,v,her,pro:obj,E,/e,unknown,NOUN,6,72,Naomi,1,pushed_E,1,1,4,0,0,1,1,1
4271,11439,148212,148212,51289,Aran/020218.xml,of,prep,them,pro:obj,have,v,unknown,NOUN,6,72,Aran,1,of_have,1,1,4,0,0,1,1,1
1040,1790,385378,385378,10825,Peter/020616.xml,get,v,him,pro:obj,to,inf,unknown,NOUN,6,72,Peter,1,get_to,1,1,4,0,0,1,1,1
2606,5896,198703,198703,101780,Aran/020524.xml,sure,adj,he,pro:sub,is,cop,unknown,NOUN,6,84,Aran,2,sure_is,2,2,4,0,0,2,1,1
5485,16167,341038,341038,55922,Nina/020328.xml,but,conj,she,pro:sub,wanted,v,unknown,NOUN,6,84,Nina,2,but_wanted,2,2,4,0,0,2,1,1
4577,12668,277761,277761,24451,Naomi/020125.xml,wash,v,her,pro:obj,off,prep,unknown,NOUN,6,72,Naomi,1,wash_off,1,1,4,0,0,1,1,1
3840,9771,264856,264856,11546,Naomi/011025.xml,S,/s,my,det:poss,birdie,n,unknown,DET,4,25,Naomi,0,S_birdie,0,0,4,0,0,0,1,1
6794,22062,19270,19270,19270,Anne/011120.xml,spilt,part,his,det:poss,juice,n,unknown,DET,4,25,Anne,0,spilt_juice,0,0,4,0,0,0,1,1
6598,21157,251572,251572,43845,Eve/020300b.xml,draw,v,our,det:poss,house,n,unknown,DET,4,25,Eve,0,draw_house,0,0,4,0,0,0,1,1
946,1598,78874,78874,78874,Anne/020414.xml,S,/s,we,pro:sub,tried,v,unknown,NOUN,6,84,Anne,2,S_tried,2,2,4,0,0,2,1,1
2977,7037,170600,170600,73677,Aran/020413.xml,use,n,his,det:poss,trunk,n,unknown,DET,4,25,Aran,0,use_trunk,0,0,4,0,0,0,1,1
3701,9351,282008,282008,28698,Naomi/020430.xml,it's,pro:per~cop,his,det:poss,football,n,unknown,DET,4,25,Naomi,0,it's_football,0,0,4,0,0,0,1,1
4741,13276,249766,249766,42039,Eve/020300a.xml,shall,mod,I,pro:sub,fold,v,unknown,NOUN,6,84,Eve,2,shall_fold,2,2,4,0,0,2,1,1
646,1001,20967,20967,20967,Anne/011120.xml,let,v,me,pro:obj,move,v,unknown,NOUN,6,72,Anne,1,let_move,1,1,4,0,0,1,1,1
2587,5831,96882,96882,96882,Anne/020604.xml,when,conj,I,pro:sub,stayed,v,unknown,NOUN,6,84,Anne,2,when_stayed,2,2,4,0,0,2,1,1
6806,22177,136512,136512,39589,Aran/020128.xml,should,mod,I,pro:sub,hold,v,unknown,NOUN,6,84,Aran,2,should_hold,2,2,4,2,0,2,1,1
257,314,258026,258026,4716,Naomi/010829.xml,tell,v,us,pro:obj,when,conj,unknown,NOUN,6,72,Naomi,1,tell_when,1,1,4,0,0,1,1,1
5298,15391,309418,309418,24302,Nina/020122.xml,did,mod,I,pro:sub,catch,v,unknown,NOUN,6,84,Nina,2,did_catch,2,2,4,0,0,2,1,1
2459,5495,383100,383100,8547,Peter/020503.xml,in,prep,our,det:poss,faces,n,unknown,DET,4,25,Peter,0,in_faces,0,0,4,0,0,0,1,1
3439,8485,118094,118094,21171,Aran/020100.xml,because,conj,I,pro:sub,think,v,unknown,NOUN,6,84,Aran,2,because_think,2,2,4,0,0,2,1,1
4,4,276866,276866,23556,Naomi/020117.xml,S,/s,he,pro:sub,hadta,mod~inf,unknown,NOUN,6,84,Naomi,2,S_hadta,2,2,4,0,0,2,1,1
5110,14685,248192,248192,40465,Eve/020300a.xml,helps,v,him,pro:obj,draw,v,unknown,NOUN,6,72,Eve,1,helps_draw,2,1,4,1,-1,1,1,1
6039,18646,58259,58259,58259,Anne/020212.xml,and,coord,they,pro:sub,say,v,unknown,NOUN,6,84,Anne,2,and_say,2,2,4,0,0,2,1,1
1867,3834,154540,154540,57617,Aran/020225.xml,for,prep,his,det:poss,drive,n,unknown,DET,4,25,Aran,0,for_drive,0,0,4,0,0,0,1,1
4677,13030,360415,360415,75299,Nina/020525.xml,S,/s,she,pro:sub,hugging,part,unknown,NOUN,6,84,Nina,2,S_hugging,2,2,4,0,0,2,1,1
1519,2902,202390,202390,105467,Aran/020610.xml,scratched,v,his,det:poss,nose,n,unknown,DET,4,25,Aran,0,scratched_nose,0,0,4,0,0,0,1,1
5018,14258,323521,323521,38405,Nina/020228.xml,off,prep,my,det:poss,Bobby,n:prop,unknown,DET,4,25,Nina,0,off_Bobby,0,0,4,0,0,0,1,1
3033,7183,190836,190836,93913,Aran/020517.xml,think,v,we,pro:sub,just,adv,unknown,NOUN,6,84,Aran,2,think_just,2,2,4,0,0,2,1,1
2454,5482,182697,182697,85774,Aran/020427.xml,S,/s,their,det:poss,feet,n,unknown,DET,4,25,Aran,0,S_feet,0,0,4,0,0,0,1,1
4350,11717,28103,28103,28103,Anne/020017.xml,want,v,your,det:poss,box,n,unknown,DET,4,25,Anne,0,want_box,0,0,4,0,0,0,1,1
1029,1752,227510,227510,19783,Eve/011000a.xml,shall,mod,I,pro:sub,peel,v,unknown,NOUN,6,84,Eve,2,shall_peel,2,2,4,2,0,2,1,1
5112,14689,242044,242044,34317,Eve/020200a.xml,took,v,your,det:poss,picture,n,unknown,DET,4,25,Eve,0,took_picture,0,0,4,0,0,0,1,1
6372,20130,134978,134978,38055,Aran/020128.xml,unload,v,your,det:poss,cargo,n,unknown,DET,4,25,Aran,0,unload_cargo,0,0,4,0,0,0,1,1
2966,7015,120316,120316,23393,Aran/020100.xml,get,v,her,det:poss,dress,n,unknown,DET,4,25,Aran,0,get_dress,0,0,4,0,0,0,1,1
1932,4006,283392,283392,30082,Naomi/020508.xml,until,conj,they,pro:sub,get,v,unknown,NOUN,6,84,Naomi,2,until_get,2,2,4,0,0,2,1,1
5008,14232,168439,168439,71516,Aran/020413.xml,if,conj,he,pro:sub,climbed,v,unknown,NOUN,6,84,Aran,2,if_climbed,2,2,4,0,0,2,1,1
3575,8918,175094,175094,78171,Aran/020420.xml,pour,v,me,pro:obj,out,adv,unknown,NOUN,6,72,Aran,1,pour_out,1,1,4,0,0,1,1,1
7326,24753,162294,162294,65371,Aran/020315.xml,and,coord,we,pro:sub,never,adv,unknown,NOUN,6,84,Aran,2,and_never,2,2,4,2,0,2,1,1
1363,2516,300787,300787,15671,Nina/020024.xml,blow,v,them,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,blow_E,1,1,4,0,0,1,1,1
7038,23221,53901,53901,53901,Anne/020210.xml,can't,mod~neg,she,pro:sub,said,v,unknown,NOUN,6,84,Anne,2,can't_said,2,2,4,0,0,2,1,1
3276,7972,119047,119047,22124,Aran/020100.xml,oh,co,your,det:poss,braces,n,unknown,DET,4,25,Aran,0,oh_braces,0,0,4,0,0,0,1,1
4368,11779,336668,336668,51552,Nina/020318.xml,show,v,me,pro:obj,all,adv,unknown,NOUN,6,72,Nina,1,show_all,1,1,4,0,0,1,1,1
1081,1880,318859,318859,33743,Nina/020212.xml,on,prep,your,det:poss,shoe,n,unknown,DET,4,25,Nina,0,on_shoe,0,0,4,0,0,0,1,1
6673,21476,229082,229082,21355,Eve/011100a.xml,until,prep,my,det:poss,shoes,n,unknown,DET,4,25,Eve,0,until_shoes,0,0,4,0,0,0,1,1
5066,14457,47811,47811,47811,Anne/020122.xml,got,part,her,det:poss,ribbon,n,unknown,DET,4,25,Anne,0,got_ribbon,0,0,4,-1,0,0,1,1
5374,15679,249530,249530,41803,Eve/020300a.xml,make,v,me,pro:obj,happy,adj,unknown,NOUN,6,72,Eve,1,make_happy,0,1,4,1,1,1,1,1
5756,17287,45287,45287,45287,Anne/020122.xml,it's,pro:per~cop,your,det:poss,bag,n,unknown,DET,4,25,Anne,0,it's_bag,0,0,4,0,0,0,1,1
6300,19783,194668,194668,97745,Aran/020517.xml,or,coord,she,pro:sub,wears,v,unknown,NOUN,6,84,Aran,2,or_wears,2,2,4,2,0,2,1,1
2075,4378,319418,319418,34302,Nina/020212.xml,is,cop,his,det:poss,nose,n,unknown,DET,4,25,Nina,0,is_nose,0,0,4,0,0,0,1,1
5273,15314,19800,19800,19800,Anne/011120.xml,S,/s,your,det:poss,road,n,unknown,DET,4,25,Anne,0,S_road,0,0,4,0,0,0,1,1
3121,7474,373465,373465,88349,Nina/020528.xml,is,cop,he,pro:sub,licking,part,unknown,NOUN,6,84,Nina,2,is_licking,2,2,4,0,0,2,1,1
6066,18765,209718,209718,1991,Eve/010600a.xml,on,prep,your,det:poss,letter,n,unknown,DET,4,25,Eve,0,on_letter,0,0,4,0,0,0,1,1
6921,22700,378952,378952,4399,Peter/020324.xml,of,prep,your,det:poss,tools,n,unknown,DET,4,25,Peter,0,of_tools,0,0,4,0,0,0,1,1
5914,18002,252255,252255,44528,Eve/020300b.xml,turn,v,her,det:poss,so,adv,unknown,DET,4,25,Eve,0,turn_so,0,0,4,0,0,0,1,1
6634,21313,381217,381217,6664,Peter/020415.xml,door,n,I,pro:sub,just,adv,unknown,NOUN,6,84,Peter,2,door_just,2,2,4,0,0,2,1,1
4474,12226,361836,361836,76720,Nina/020526.xml,were,cop,they,pro:sub,good,adj,unknown,NOUN,6,84,Nina,2,were_good,2,2,4,2,0,2,1,1
6660,21425,45878,45878,45878,Anne/020122.xml,where's,pro:int~cop,your,det:poss,cover,n,unknown,DET,4,25,Anne,0,where's_cover,0,0,4,0,0,0,1,1
5289,15369,2617,2617,2617,Anne/011007.xml,says,v,he,pro:sub,wants,v,unknown,NOUN,6,84,Anne,2,says_wants,2,2,4,0,0,2,1,1
1849,3793,261195,261195,7885,Naomi/011010b.xml,see,v,him,pro:obj,tomorrow,adv:tem,unknown,NOUN,6,72,Naomi,1,see_tomorrow,1,1,4,0,0,1,1,1
4583,12687,240554,240554,32827,Eve/020100b.xml,S,/s,I,pro:sub,turned,v,unknown,NOUN,6,84,Eve,2,S_turned,2,2,4,0,0,2,1,1
5047,14390,384476,384476,9923,Peter/020522.xml,calling,part,me,pro:obj,Nana,n:prop,unknown,NOUN,6,72,Peter,1,calling_Nana,1,1,4,0,0,1,1,1
5087,14565,119947,119947,23024,Aran/020100.xml,haven't,aux~neg,we,pro:sub,sweetheart,n,unknown,NOUN,6,84,Aran,2,haven't_sweetheart,2,2,4,2,0,2,1,1
2675,6126,88599,88599,88599,Anne/020504.xml,got,part,them,pro:obj,from,prep,unknown,NOUN,6,72,Anne,1,got_from,1,1,4,0,0,1,1,1
5044,14373,11206,11206,11206,Anne/011106.xml,are,cop,they,pro:sub,under,prep,unknown,NOUN,6,84,Anne,2,are_under,2,2,4,0,0,2,1,1
23,24,225567,225567,17840,Eve/010900c.xml,S,/s,your,det:poss,truck,n,unknown,DET,4,25,Eve,0,S_truck,0,0,4,0,0,0,1,1
